년도	월	약효분류코드	약효분류명	수량	사용금액	대분류코드	중분류코드	대분류	중분류
2018	3	249	기타의 호르몬제(항호르몬제를 포함)	728	14541	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	3	252	자궁수축제	222	101	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	3	255	비뇨생식기관용제(성병예방제 포함)	4086	1476	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	3	256	치질용제	36	100	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	3	259	기타의 비뇨생식기관 및 항문용약	64487	39039	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	3	261	외피용살균소독제	1	2	200	260	개개의 기관계용 의약품	외피용약
2018	3	262	창상보호제	0	0	200	260	개개의 기관계용 의약품	외피용약
2018	3	263	화농성질환용제	41	134	200	260	개개의 기관계용 의약품	외피용약
2018	3	264	진통·진양·수렴·소염제	2692	8947	200	260	개개의 기관계용 의약품	외피용약
2018	3	265	기생성 피부질환용제	553	2713	200	260	개개의 기관계용 의약품	외피용약
2018	3	266	피부연화제(부식제를 포함)	54	191	200	260	개개의 기관계용 의약품	외피용약
2018	3	267	모발용제(발모,탈모,염모,양모제)	0	0	200	260	개개의 기관계용 의약품	외피용약
2018	3	269	기타의 외피용약	871	3434	200	260	개개의 기관계용 의약품	외피용약
2018	3	311	비타민 A 및 D제	6131	2892	300	310	대사성 의약품	비타민제
2018	3	312	비타민 B₁제	5052	188	300	310	대사성 의약품	비타민제
2018	3	313	비타민 B제(비타민 B₁을 제외)	11090	321	300	310	대사성 의약품	비타민제
2018	3	314	비타민 C 및 P제	214	53	300	310	대사성 의약품	비타민제
2018	3	315	비타민 E 및 K제	84	19	300	310	대사성 의약품	비타민제
2018	3	316	혼합비타민제(비타민 A D 혼합제를 제외)	2159	493	300	310	대사성 의약품	비타민제
2018	3	321	칼슘제	31999	2466	300	320	대사성 의약품	자양강장변질제
2018	3	322	무기질제제	12659	1869	300	320	대사성 의약품	자양강장변질제
2018	3	323	당류제	1740	2217	300	320	대사성 의약품	자양강장변질제
2018	3	325	단백아미노산제제	2360	13184	300	320	대사성 의약품	자양강장변질제
2018	3	326	장기제제	98	84	300	320	대사성 의약품	자양강장변질제
2018	3	329	기타의 자양강장변질제	43	616	300	320	대사성 의약품	자양강장변질제
2018	3	331	혈액대용제	10898	10966	300	330	대사성 의약품	혈액 및 체액용약
2018	3	332	지혈제	1273	2890	300	330	대사성 의약품	혈액 및 체액용약
2018	3	333	혈액응고저지제	10594	13442	300	330	대사성 의약품	혈액 및 체액용약
2018	3	339	기타의 혈액 및 체액용약	54881	39242	300	330	대사성 의약품	혈액 및 체액용약
2018	3	341	인공신장관류용제	21601	11688	300	340	대사성 의약품	인공관류용제
2018	3	349	기타의 인공관류용제	845	9231	300	340	대사성 의약품	인공관류용제
2018	3	391	간장질환용제	49738	22964	300	390	대사성 의약품	기타의 대사성 의약품
2018	3	392	해독제	4492	5237	300	390	대사성 의약품	기타의 대사성 의약품
2018	3	394	통풍치료제	12867	1769	300	390	대사성 의약품	기타의 대사성 의약품
2018	3	395	효소제제	76097	13210	300	390	대사성 의약품	기타의 대사성 의약품
2018	3	396	당뇨병용제	215245	82918	300	390	대사성 의약품	기타의 대사성 의약품
2018	3	398	종합대사성제제	0	0	300	390	대사성 의약품	기타의 대사성 의약품
2018	3	399	따로 분류되지 않는 대사성 의약품	57710	49009	300	390	대사성 의약품	기타의 대사성 의약품
2018	3	421	항악성종양제	9776	119061	400	420	조직세포의 기능용 의약품	종양용약
2018	3	429	기타의 종양치료제	253	850	400	420	조직세포의 기능용 의약품	종양용약
2018	3	431	방사성 의약품	1046	7572	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2018	3	439	기타의 조직세포의 치료 및 진단	62	22070	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2018	3	490	기타의 조직세포의 기능용의약품	1041	932	400	490	조직세포의 기능용 의약품	자료없음
2018	3	611	주로 그람양성균에 작용하는 것	665	3545	600	610	항병원생물성 의약품	항생물질제제
2018	3	612	주로 그람음성균에 작용하는 것	703	1849	600	610	항병원생물성 의약품	항생물질제제
2018	3	613	주로 항산성균에 작용하는 것	1170	276	600	610	항병원생물성 의약품	항생물질제제
2018	3	614	주로 그람양성균,리케치아,비루스에 작용하는 것	6468	3381	600	610	항병원생물성 의약품	항생물질제제
2018	3	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4491	671	600	610	항병원생물성 의약품	항생물질제제
2018	3	616	주로 곰팡이,원충에 작용하는 것	17	1997	600	610	항병원생물성 의약품	항생물질제제
2018	3	617	주로 악성종양에 작용하는 것	29	995	600	610	항병원생물성 의약품	항생물질제제
2018	3	618	주로 그람양성,음성균에 작용하는 것	196428	76094	600	610	항병원생물성 의약품	항생물질제제
2018	3	619	기타의 항생물질 제제(복합항생물질제제를 포함)	23482	8704	600	610	항병원생물성 의약품	항생물질제제
2018	3	621	설화제	3814	574	600	620	항병원생물성 의약품	화학료법제
2018	3	622	항결핵제	3885	756	600	620	항병원생물성 의약품	화학료법제
2018	3	623	치나제	15	0	600	620	항병원생물성 의약품	화학료법제
2018	3	629	기타의 화학요법제	30104	73591	600	620	항병원생물성 의약품	화학료법제
2018	3	631	백신류	0	10	600	630	항병원생물성 의약품	생물학적 제제
2018	3	632	독소류 및 톡소이드류	2	149	600	630	항병원생물성 의약품	생물학적 제제
2018	3	633	항독소 및 렙토스피라혈청류	0	5	600	630	항병원생물성 의약품	생물학적 제제
2018	3	634	혈액제제류	6018	19587	600	630	항병원생물성 의약품	생물학적 제제
2018	3	635	생물학적 시험용제제류	1	10	600	630	항병원생물성 의약품	생물학적 제제
2018	3	636	생물학적 제제	0	15	600	630	항병원생물성 의약품	생물학적 제제
2018	3	639	기타의 생물학적 제제	7	3205	600	630	항병원생물성 의약품	생물학적 제제
2018	3	641	항원충제	8502	1616	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2018	3	642	구충제	11	6	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2018	3	712	연고기제	0	0	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2018	3	713	용해제	740	195	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2018	3	721	X선조영제	3673	32851	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	3	722	일반검사용 시약	13	83	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	3	728	기능검사용 시약	13	175	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	3	729	기타의 진단용약	162	86	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	3	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	5	700	790	치료를 주목적으로 하지 않는 의약품 및 관련제품	기타의 치료를 주목적으로 하지않는 의약품
2018	3	811	아편알카로이드계 제제	4396	1702	800	810	마약	알카로이드 마약(천연)
2018	3	821	합성마약	4882	9169	800	820	마약	비알카로이드계 마약
2018	3	999	해당사항없음	83	12	900	990	자료없음	자료없음
2018	4	111	전신마취제	1150	3162	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	4	112	최면진정제	19022	2796	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	4	113	항전간제	60701	16445	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	4	114	해열·진통·소염제	408925	65632	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	4	115	각성제,흥분제	1942	1599	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	4	116	진훈제	2446	87	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	4	117	정신신경용제	191423	38396	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	4	119	기타의 중추신경용약	119248	71398	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	4	121	국소마취제	3588	2007	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	4	122	골격근이완제	49893	6844	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	4	123	자율신경제	17616	2455	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	4	124	진경제	29169	3728	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	4	129	기타의 말초신경용약	0	0	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	4	131	안과용제	64661	49117	100	130	신경계 감각기관용 의약품	감각기관용약
2018	4	132	이비과용제	1213	5819	100	130	신경계 감각기관용 의약품	감각기관용약
2018	4	141	항히스타민제	259181	14173	100	140	신경계 감각기관용 의약품	알레르기용약
2018	4	142	자격요법제(비특이성면역원제제를 포함)	12199	29200	100	140	신경계 감각기관용 의약품	알레르기용약
2018	4	149	기타의 알레르기용약	45362	18888	100	140	신경계 감각기관용 의약품	알레르기용약
2018	4	211	강심제	12520	1235	200	210	개개의 기관계용 의약품	순환계용약
2018	4	212	부정맥용제	21581	2255	200	210	개개의 기관계용 의약품	순환계용약
2018	4	213	이뇨제	27818	1484	200	210	개개의 기관계용 의약품	순환계용약
2018	4	214	혈압강하제	262463	139653	200	210	개개의 기관계용 의약품	순환계용약
2018	4	215	혈관보강제	4236	843	200	210	개개의 기관계용 의약품	순환계용약
2018	4	216	혈관수축제	641	83	200	210	개개의 기관계용 의약품	순환계용약
2018	4	217	혈관확장제	58220	10457	200	210	개개의 기관계용 의약품	순환계용약
2018	4	218	동맥경화용제	206829	142629	200	210	개개의 기관계용 의약품	순환계용약
2018	4	219	기타의 순환계용약	174769	50800	200	210	개개의 기관계용 의약품	순환계용약
2018	4	220	호흡기관용약	67	2316	200	220	개개의 기관계용 의약품	호흡기관용약
2018	4	221	호흡촉진제	93	243	200	220	개개의 기관계용 의약품	호흡기관용약
2018	4	222	진해거담제	495587	39790	200	220	개개의 기관계용 의약품	호흡기관용약
2018	4	223	함소흡입제	453452	3581	200	220	개개의 기관계용 의약품	호흡기관용약
2018	4	229	기타의 호흡기관용약	56296	8964	200	220	개개의 기관계용 의약품	호흡기관용약
2018	4	231	치과구강용약	855	885	200	230	개개의 기관계용 의약품	소화기관용약
2018	4	232	소화성궤양용제	351031	90966	200	230	개개의 기관계용 의약품	소화기관용약
2018	4	233	건위소화제	94	2	200	230	개개의 기관계용 의약품	소화기관용약
2018	4	234	제산제	86470	3475	200	230	개개의 기관계용 의약품	소화기관용약
2018	4	235	최토제,진토제	10240	5332	200	230	개개의 기관계용 의약품	소화기관용약
2018	4	236	이담제	12713	2576	200	230	개개의 기관계용 의약품	소화기관용약
2018	4	237	정장제	34368	3898	200	230	개개의 기관계용 의약품	소화기관용약
2018	4	238	하제,완장제	2166	384	200	230	개개의 기관계용 의약품	소화기관용약
2018	4	239	기타의 소화기관용약	212747	24510	200	230	개개의 기관계용 의약품	소화기관용약
2018	4	241	뇌하수체호르몬제	2347	5531	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	4	243	갑상선,부갑상선호르몬제	35687	2591	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	4	244	단백동화스테로이드제	5	3	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	4	245	부신호르몬제	52084	4959	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	4	246	남성호르몬제	213	98	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	4	247	난포호르몬 및 황체호르몬제	8928	4400	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	4	249	기타의 호르몬제(항호르몬제를 포함)	705	14330	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	4	252	자궁수축제	206	91	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	4	255	비뇨생식기관용제(성병예방제 포함)	3908	1410	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	4	256	치질용제	35	97	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	4	259	기타의 비뇨생식기관 및 항문용약	61780	37447	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
